API_WellNo,Cnty,Hole,SideTrck,Completion
31009632520000,9,63252,0,0
31009632530000,9,63253,0,0
31009632540000,9,63254,0,0
31009632550000,9,63255,0,0
31009632560000,9,63256,0,0
31009632570000,9,63257,0,0
31009632580000,9,63258,0,0
31009632590000,9,63259,0,0
31009632600000,9,63260,0,0
31009632610000,9,63261,0,0
31009632620000,9,63262,0,0
31009632630000,9,63263,0,0
31009632640000,9,63264,0,0
31009632650000,9,63265,0,0
31009632660000,9,63266,0,0
31009632670000,9,63267,0,0
31009632680000,9,63268,0,0
31009632690000,9,63269,0,0
31009632700000,9,63270,0,0
31009632710000,9,63271,0,0
31009632720000,9,63272,0,0
31009632730000,9,63273,0,0
31009632740000,9,63274,0,0
31009632750000,9,63275,0,0
31009632760000,9,63276,0,0
31009632770000,9,63277,0,0
31009632780000,9,63278,0,0
31009632790000,9,63279,0,0
31009632800000,9,63280,0,0
31009632810000,9,63281,0,0
31009632820000,9,63282,0,0
31009632830000,9,63283,0,0
31009632840000,9,63284,0,0
31009632850000,9,63285,0,0
31009632860000,9,63286,0,0
31009632870000,9,63287,0,0
31009632880000,9,63288,0,0
31009632890000,9,63289,0,0
31009632900000,9,63290,0,0
31009632910000,9,63291,0,0
31009632920000,9,63292,0,0
31009632930000,9,63293,0,0
31009632940000,9,63294,0,0
31009632950000,9,63295,0,0
31009632960000,9,63296,0,0
31009632970000,9,63297,0,0
31009632980000,9,63298,0,0
31009632990000,9,63299,0,0
31009633000000,9,63300,0,0
31009633010000,9,63301,0,0
31009633020000,9,63302,0,0
31009633030000,9,63303,0,0
31009633040000,9,63304,0,0
31009633050000,9,63305,0,0
31009633060000,9,63306,0,0
31009633070000,9,63307,0,0
31009633080000,9,63308,0,0
31009633090000,9,63309,0,0
31009633100000,9,63310,0,0
31009633110000,9,63311,0,0
31009633120000,9,63312,0,0
31009633130000,9,63313,0,0
31009633140000,9,63314,0,0
31009633150000,9,63315,0,0
31009633160000,9,63316,0,0
31009633170000,9,63317,0,0
31009633180000,9,63318,0,0
31009633190000,9,63319,0,0
31009633200000,9,63320,0,0
31009633210000,9,63321,0,0
31009633220000,9,63322,0,0
31009633230000,9,63323,0,0
31009633240000,9,63324,0,0
31009633250000,9,63325,0,0
31009633260000,9,63326,0,0
31009633270000,9,63327,0,0
31009633280000,9,63328,0,0
31009633290000,9,63329,0,0
31009633300000,9,63330,0,0
31009633310000,9,63331,0,0
31009633320000,9,63332,0,0
31009633330000,9,63333,0,0
31009633340000,9,63334,0,0
31009633350000,9,63335,0,0
31009633360000,9,63336,0,0
31009633370000,9,63337,0,0
31009633380000,9,63338,0,0
31009633390000,9,63339,0,0
31009633400000,9,63340,0,0
31009633410000,9,63341,0,0
31009633420000,9,63342,0,0
31009633430000,9,63343,0,0
31009633440000,9,63344,0,0
31009633450000,9,63345,0,0
31009633460000,9,63346,0,0
31009633470000,9,63347,0,0
31009633480000,9,63348,0,0
31009633490000,9,63349,0,0
31009633500000,9,63350,0,0
31009633510000,9,63351,0,0
31009633520000,9,63352,0,0
31009633530000,9,63353,0,0
31009633540000,9,63354,0,0
31009633550000,9,63355,0,0
31009633560000,9,63356,0,0
31009633570000,9,63357,0,0
31009633580000,9,63358,0,0
31009633590000,9,63359,0,0
31009633600000,9,63360,0,0
31009633610000,9,63361,0,0
31009633620000,9,63362,0,0
31009633630000,9,63363,0,0
31009633640000,9,63364,0,0
31009633650000,9,63365,0,0
31009633660000,9,63366,0,0
31009633670000,9,63367,0,0
31009633680000,9,63368,0,0
31009633690000,9,63369,0,0
31009633700000,9,63370,0,0
31009633710000,9,63371,0,0
31009633720000,9,63372,0,0
31009633730000,9,63373,0,0
31009633740000,9,63374,0,0
31009633750000,9,63375,0,0
31009633760000,9,63376,0,0
31009633770000,9,63377,0,0
31009633780000,9,63378,0,0
31009633790000,9,63379,0,0
31009633800000,9,63380,0,0
31009633810000,9,63381,0,0
31009633820000,9,63382,0,0
31009633830000,9,63383,0,0
31009633840000,9,63384,0,0
31009633850000,9,63385,0,0
31009633860000,9,63386,0,0
31009633870000,9,63387,0,0
31009633880000,9,63388,0,0
31009633890000,9,63389,0,0
31009633900000,9,63390,0,0
31009633910000,9,63391,0,0
31009633920000,9,63392,0,0
31009633930000,9,63393,0,0
31009633940000,9,63394,0,0
31009633950000,9,63395,0,0
31009633960000,9,63396,0,0
31009633970000,9,63397,0,0
31009633980000,9,63398,0,0
31009633990000,9,63399,0,0
31009634000000,9,63400,0,0
31009634010000,9,63401,0,0
31009634020000,9,63402,0,0
31009634030000,9,63403,0,0
31009634040000,9,63404,0,0
31009634050000,9,63405,0,0
31009634060000,9,63406,0,0
31009634070000,9,63407,0,0
31009634080000,9,63408,0,0
31009634090000,9,63409,0,0
31009634100000,9,63410,0,0
31009634110000,9,63411,0,0
31009634120000,9,63412,0,0
31009634130000,9,63413,0,0
31009634140000,9,63414,0,0
31009634150000,9,63415,0,0
31009634160000,9,63416,0,0
31009634170000,9,63417,0,0
31009634180000,9,63418,0,0
31009634190000,9,63419,0,0
31009634200000,9,63420,0,0
31009634210000,9,63421,0,0
31009634220000,9,63422,0,0
31009634230000,9,63423,0,0
31009634240000,9,63424,0,0
31009634250000,9,63425,0,0
31009634260000,9,63426,0,0
31009634270000,9,63427,0,0
31009634280000,9,63428,0,0
31009634290000,9,63429,0,0
31009634300000,9,63430,0,0
31009634310000,9,63431,0,0
31009634320000,9,63432,0,0
31009634330000,9,63433,0,0
31009634340000,9,63434,0,0
31009634350000,9,63435,0,0
31009634360000,9,63436,0,0
31009634370000,9,63437,0,0
31009634380000,9,63438,0,0
31009634390000,9,63439,0,0
31009634400000,9,63440,0,0
31009634410000,9,63441,0,0
31009634420000,9,63442,0,0
31009634430000,9,63443,0,0
31009634440000,9,63444,0,0
31009634450000,9,63445,0,0
31009634460000,9,63446,0,0
31009634470000,9,63447,0,0
31009634480000,9,63448,0,0
31009634490000,9,63449,0,0
31009634500000,9,63450,0,0
31009634510000,9,63451,0,0
31009634520000,9,63452,0,0
31009634530000,9,63453,0,0
31009634540000,9,63454,0,0
31009634550000,9,63455,0,0
31009634560000,9,63456,0,0
31009634570000,9,63457,0,0
31009634580000,9,63458,0,0
31009634590000,9,63459,0,0
31009634600000,9,63460,0,0
31009634610000,9,63461,0,0
31009634620000,9,63462,0,0
31009634630000,9,63463,0,0
31009634640000,9,63464,0,0
31009634650000,9,63465,0,0
31009634660000,9,63466,0,0
31009634670000,9,63467,0,0
31009634680000,9,63468,0,0
31009634690000,9,63469,0,0
31009634700000,9,63470,0,0
31009634710000,9,63471,0,0
31009634720000,9,63472,0,0
31009634730000,9,63473,0,0
31009634740000,9,63474,0,0
31009634750000,9,63475,0,0
31009634760000,9,63476,0,0
31009634770000,9,63477,0,0
31009634780000,9,63478,0,0
31009634790000,9,63479,0,0
31009634800000,9,63480,0,0
31009634810000,9,63481,0,0
31009634820000,9,63482,0,0
31009634830000,9,63483,0,0
31009634840000,9,63484,0,0
31009634850000,9,63485,0,0
31009634860000,9,63486,0,0
31009634870000,9,63487,0,0
31009634880000,9,63488,0,0
31009634890000,9,63489,0,0
31009634900000,9,63490,0,0
31009634910000,9,63491,0,0
31009634920000,9,63492,0,0
31009634930000,9,63493,0,0
31009634940000,9,63494,0,0
31009634950000,9,63495,0,0
31009634960000,9,63496,0,0
31009634970000,9,63497,0,0
31009634980000,9,63498,0,0
31009634990000,9,63499,0,0
31009635000000,9,63500,0,0
31009635010000,9,63501,0,0
31009635020000,9,63502,0,0
31009635030000,9,63503,0,0
31009635040000,9,63504,0,0
31009635050000,9,63505,0,0
31009635060000,9,63506,0,0
31009635070000,9,63507,0,0
31009635080000,9,63508,0,0
31009635090000,9,63509,0,0
31009635100000,9,63510,0,0
31009635110000,9,63511,0,0
31009635120000,9,63512,0,0
31009635130000,9,63513,0,0
31009635140000,9,63514,0,0
31009635150000,9,63515,0,0
31009635160000,9,63516,0,0
31009635170000,9,63517,0,0
31009635180000,9,63518,0,0
31009635190000,9,63519,0,0
31009635200000,9,63520,0,0
31009635210000,9,63521,0,0
31009635220000,9,63522,0,0
31009635230000,9,63523,0,0
31009635240000,9,63524,0,0
31009635250000,9,63525,0,0
31009635260000,9,63526,0,0
31009635270000,9,63527,0,0
31009635280000,9,63528,0,0
31009635290000,9,63529,0,0
31009635300000,9,63530,0,0
31009635310000,9,63531,0,0
31009635320000,9,63532,0,0
31009635330000,9,63533,0,0
31009635340000,9,63534,0,0
31009635350000,9,63535,0,0
31009635360000,9,63536,0,0
31009635370000,9,63537,0,0
31009635380000,9,63538,0,0
31009635390000,9,63539,0,0
31009635400000,9,63540,0,0
31009635410000,9,63541,0,0
31009635420000,9,63542,0,0
31009635430000,9,63543,0,0
31009635440000,9,63544,0,0
31009635450000,9,63545,0,0
31009635460000,9,63546,0,0
31009635470000,9,63547,0,0
31009635480000,9,63548,0,0
31009635490000,9,63549,0,0
31009635500000,9,63550,0,0
31009635510000,9,63551,0,0
31009635520000,9,63552,0,0
31009635530000,9,63553,0,0
31009635540000,9,63554,0,0
31009635550000,9,63555,0,0
31009635560000,9,63556,0,0
31009636090000,9,63609,0,0
31009636100000,9,63610,0,0
31009636110000,9,63611,0,0
31009636120000,9,63612,0,0
31009636220000,9,63622,0,0
31009636230000,9,63623,0,0
31009636240000,9,63624,0,0
31009636250000,9,63625,0,0
31009636260000,9,63626,0,0
31009636270000,9,63627,0,0
31009636280000,9,63628,0,0
31009636290000,9,63629,0,0
31009636300000,9,63630,0,0
31009636310000,9,63631,0,0
31009636320000,9,63632,0,0
31009636330000,9,63633,0,0
31009636340000,9,63634,0,0
31009636350000,9,63635,0,0
31009636360000,9,63636,0,0
31009636370000,9,63637,0,0
31009636380000,9,63638,0,0
31009636390000,9,63639,0,0
31009636400000,9,63640,0,0
31009636410000,9,63641,0,0
31009636420000,9,63642,0,0
31009636430000,9,63643,0,0
31009636440000,9,63644,0,0
31009636450000,9,63645,0,0
31009636460000,9,63646,0,0
31009636470000,9,63647,0,0
31009636480000,9,63648,0,0
31009636490000,9,63649,0,0
31009636500000,9,63650,0,0
31009636510000,9,63651,0,0
31009636520000,9,63652,0,0
31009636530000,9,63653,0,0
31009636540000,9,63654,0,0
31009636550000,9,63655,0,0
31009636750000,9,63675,0,0
31009636760000,9,63676,0,0
31009636770000,9,63677,0,0
31009636780000,9,63678,0,0
31009636790000,9,63679,0,0
31009636800000,9,63680,0,0
31009636810000,9,63681,0,0
31009636820000,9,63682,0,0
31009636830000,9,63683,0,0
31009636840000,9,63684,0,0
31009636850000,9,63685,0,0
31009636860000,9,63686,0,0
31009636870000,9,63687,0,0
31009636880000,9,63688,0,0
31009636890000,9,63689,0,0
31009636900000,9,63690,0,0
31009636910000,9,63691,0,0
31009636920000,9,63692,0,0
31009637060000,9,63706,0,0
31009637070000,9,63707,0,0
31009637080000,9,63708,0,0
31009637090000,9,63709,0,0
31009637100000,9,63710,0,0
31009637110000,9,63711,0,0
31009637120000,9,63712,0,0
31009637130000,9,63713,0,0
31009637140000,9,63714,0,0
31009637150000,9,63715,0,0
31009637160000,9,63716,0,0
31009637170000,9,63717,0,0
31009637180000,9,63718,0,0
31009637190000,9,63719,0,0
31009637200000,9,63720,0,0
31009637210000,9,63721,0,0
31009637220000,9,63722,0,0
31009637230000,9,63723,0,0
31009637240000,9,63724,0,0
31009637250000,9,63725,0,0
31009637260000,9,63726,0,0
31009637270000,9,63727,0,0
31009637280000,9,63728,0,0
31009637290000,9,63729,0,0
31009637300000,9,63730,0,0
31009637310000,9,63731,0,0
31009637320000,9,63732,0,0
31009637330000,9,63733,0,0
31009637340000,9,63734,0,0
31009637350000,9,63735,0,0
31009637360000,9,63736,0,0
31009637370000,9,63737,0,0
31009637380000,9,63738,0,0
31009637390000,9,63739,0,0
31009637400000,9,63740,0,0
31009637410000,9,63741,0,0
31009637420000,9,63742,0,0
31009637430000,9,63743,0,0
31009637440000,9,63744,0,0
31009638600000,9,63860,0,0
31009638750000,9,63875,0,0
31009638760000,9,63876,0,0
31009638840000,9,63884,0,0
31009638850000,9,63885,0,0
31009638860000,9,63886,0,0
31009638870000,9,63887,0,0
31009638880000,9,63888,0,0
31009638890000,9,63889,0,0
31009638900000,9,63890,0,0
31009638910000,9,63891,0,0
31009638920000,9,63892,0,0
31009638930000,9,63893,0,0
31009638940000,9,63894,0,0
31009638950000,9,63895,0,0
31009638960000,9,63896,0,0
31009638970000,9,63897,0,0
31009639740000,9,63974,0,0
31009639750000,9,63975,0,0
31009639760000,9,63976,0,0
31009639770000,9,63977,0,0
31009639780000,9,63978,0,0
31009639790000,9,63979,0,0
31009639960000,9,63996,0,0
31009639970000,9,63997,0,0
31009639980000,9,63998,0,0
31009639990000,9,63999,0,0
31009640000000,9,64000,0,0
31009640010000,9,64001,0,0
31009640020000,9,64002,0,0
31009640030000,9,64003,0,0
31009640040000,9,64004,0,0
31009640050000,9,64005,0,0
31009640060000,9,64006,0,0
31009640070000,9,64007,0,0
31009640080000,9,64008,0,0
31009640090000,9,64009,0,0
31009640100000,9,64010,0,0
31009640110000,9,64011,0,0
31009640120000,9,64012,0,0
31009640130000,9,64013,0,0
31009640140000,9,64014,0,0
31009640150000,9,64015,0,0
31009640160000,9,64016,0,0
31009640170000,9,64017,0,0
31009640180000,9,64018,0,0
31009640190000,9,64019,0,0
31009640200000,9,64020,0,0
31009640210000,9,64021,0,0
31009640220000,9,64022,0,0
31009640230000,9,64023,0,0
31009640240000,9,64024,0,0
31009640250000,9,64025,0,0
31009640260000,9,64026,0,0
31009640270000,9,64027,0,0
31009640280000,9,64028,0,0
31009640290000,9,64029,0,0
31009640300000,9,64030,0,0
31009640310000,9,64031,0,0
31009640320000,9,64032,0,0
31009640330000,9,64033,0,0
31009640340000,9,64034,0,0
31009640350000,9,64035,0,0
31009640360000,9,64036,0,0
31009640370000,9,64037,0,0
31009640380000,9,64038,0,0
31009640390000,9,64039,0,0
31009640400000,9,64040,0,0
31009640410000,9,64041,0,0
31009640420000,9,64042,0,0
31009640430000,9,64043,0,0
31009640440000,9,64044,0,0
31009640450000,9,64045,0,0
31009640460000,9,64046,0,0
31009640470000,9,64047,0,0
31009640480000,9,64048,0,0
31009640490000,9,64049,0,0
31009640500000,9,64050,0,0
31009640510000,9,64051,0,0
31009640520000,9,64052,0,0
31009640530000,9,64053,0,0
31009640540000,9,64054,0,0
31009640550000,9,64055,0,0
31009640560000,9,64056,0,0
31009640570000,9,64057,0,0
31009640580000,9,64058,0,0
31009640590000,9,64059,0,0
31009640600000,9,64060,0,0
31009640610000,9,64061,0,0
31009640620000,9,64062,0,0
31009640630000,9,64063,0,0
31009640640000,9,64064,0,0
31009640650000,9,64065,0,0
31009640660000,9,64066,0,0
31009640670000,9,64067,0,0
31009640680000,9,64068,0,0
31009640690000,9,64069,0,0
31009640700000,9,64070,0,0
31009640710000,9,64071,0,0
31009640720000,9,64072,0,0
31009640730000,9,64073,0,0
31009640740000,9,64074,0,0
31009640750000,9,64075,0,0
31009640760000,9,64076,0,0
31009640770000,9,64077,0,0
31009640780000,9,64078,0,0
31009640790000,9,64079,0,0
31009640800000,9,64080,0,0
31009640810000,9,64081,0,0
31009640820000,9,64082,0,0
31009640830000,9,64083,0,0
31009640840000,9,64084,0,0
31009640850000,9,64085,0,0
31009640860000,9,64086,0,0
31009640870000,9,64087,0,0
31009640880000,9,64088,0,0
31009640890000,9,64089,0,0
31009640900000,9,64090,0,0
31009640910000,9,64091,0,0
31009640920000,9,64092,0,0
31009640930000,9,64093,0,0
31009640940000,9,64094,0,0
31009640950000,9,64095,0,0
31009640960000,9,64096,0,0
31009640970000,9,64097,0,0
31009640980000,9,64098,0,0
31009640990000,9,64099,0,0
31009641000000,9,64100,0,0
31009641010000,9,64101,0,0
31009641020000,9,64102,0,0
31009641030000,9,64103,0,0
31009641040000,9,64104,0,0
31009641050000,9,64105,0,0
31009641060000,9,64106,0,0
31009641070000,9,64107,0,0
31009641080000,9,64108,0,0
31009641090000,9,64109,0,0
31009641100000,9,64110,0,0
31009641110000,9,64111,0,0
31009641120000,9,64112,0,0
31009641130000,9,64113,0,0
31009641140000,9,64114,0,0
31009641150000,9,64115,0,0
31009641160000,9,64116,0,0
31009641170000,9,64117,0,0
31009641180000,9,64118,0,0
31009641190000,9,64119,0,0
31009641200000,9,64120,0,0
31009641210000,9,64121,0,0
31009641220000,9,64122,0,0
31009641230000,9,64123,0,0
31009641240000,9,64124,0,0
31009641250000,9,64125,0,0
31009641260000,9,64126,0,0
31009641270000,9,64127,0,0
31009641280000,9,64128,0,0
31009641290000,9,64129,0,0
31009641300000,9,64130,0,0
31009641310000,9,64131,0,0
31009641320000,9,64132,0,0
31009641330000,9,64133,0,0
31009641340000,9,64134,0,0
31009641350000,9,64135,0,0
31009641360000,9,64136,0,0
31009641370000,9,64137,0,0
31009641380000,9,64138,0,0
31009641390000,9,64139,0,0
31009641400000,9,64140,0,0
31009641410000,9,64141,0,0
31009641420000,9,64142,0,0
31009641430000,9,64143,0,0
31009641440000,9,64144,0,0
31009641450000,9,64145,0,0
31009641460000,9,64146,0,0
31009641470000,9,64147,0,0
31009641480000,9,64148,0,0
31009641490000,9,64149,0,0
31009641500000,9,64150,0,0
31009641510000,9,64151,0,0
31009641520000,9,64152,0,0
31009641530000,9,64153,0,0
31009641540000,9,64154,0,0
31009641550000,9,64155,0,0
31009641560000,9,64156,0,0
31009641570000,9,64157,0,0
31009641580000,9,64158,0,0
31009641590000,9,64159,0,0
31009641600000,9,64160,0,0
31009641610000,9,64161,0,0
31009641620000,9,64162,0,0
31009641630000,9,64163,0,0
31009641640000,9,64164,0,0
31009641650000,9,64165,0,0
31009641660000,9,64166,0,0
31009641670000,9,64167,0,0
31009641680000,9,64168,0,0
31009641690000,9,64169,0,0
31009641700000,9,64170,0,0
31009641710000,9,64171,0,0
31009641720000,9,64172,0,0
31009641730000,9,64173,0,0
31009641740000,9,64174,0,0
31009641750000,9,64175,0,0
31009641760000,9,64176,0,0
31009641770000,9,64177,0,0
31009641780000,9,64178,0,0
31009641790000,9,64179,0,0
31009641800000,9,64180,0,0
31009641810000,9,64181,0,0
31009641820000,9,64182,0,0
31009641830000,9,64183,0,0
31009641840000,9,64184,0,0
31009641850000,9,64185,0,0
31009641860000,9,64186,0,0
31009641870000,9,64187,0,0
31009641880000,9,64188,0,0
31009641890000,9,64189,0,0
31009641900000,9,64190,0,0
31009641910000,9,64191,0,0
31009641920000,9,64192,0,0
31009641930000,9,64193,0,0
31009641940000,9,64194,0,0
31009641950000,9,64195,0,0
31009641960000,9,64196,0,0
31009641970000,9,64197,0,0
31009641980000,9,64198,0,0
31009641990000,9,64199,0,0
31009642000000,9,64200,0,0
31009642010000,9,64201,0,0
31009642020000,9,64202,0,0
31009642030000,9,64203,0,0
31009642040000,9,64204,0,0
31009642050000,9,64205,0,0
31009642090000,9,64209,0,0
31009642100000,9,64210,0,0
31009642110000,9,64211,0,0
31009642120000,9,64212,0,0
31009642130000,9,64213,0,0
31009642140000,9,64214,0,0
31009642150000,9,64215,0,0
31009642160000,9,64216,0,0
31009642170000,9,64217,0,0
31009642180000,9,64218,0,0
31009642190000,9,64219,0,0
31009642200000,9,64220,0,0
31009642210000,9,64221,0,0
31009642220000,9,64222,0,0
31009642230000,9,64223,0,0
31009642240000,9,64224,0,0
31009642250000,9,64225,0,0
31009642260000,9,64226,0,0
31009642270000,9,64227,0,0
31009642280000,9,64228,0,0
31009642290000,9,64229,0,0
31009642300000,9,64230,0,0
31009642310000,9,64231,0,0
31009642320000,9,64232,0,0
31009642330000,9,64233,0,0
31009642340000,9,64234,0,0
31009642350000,9,64235,0,0
31009642360000,9,64236,0,0
31009642370000,9,64237,0,0
31009642380000,9,64238,0,0
31009642390000,9,64239,0,0
31009642400000,9,64240,0,0
31009642410000,9,64241,0,0
31009642420000,9,64242,0,0
31009642430000,9,64243,0,0
31009642440000,9,64244,0,0
31009642450000,9,64245,0,0
31009642460000,9,64246,0,0
31009642470000,9,64247,0,0
31009642480000,9,64248,0,0
31009642490000,9,64249,0,0
31009642500000,9,64250,0,0
31009642510000,9,64251,0,0
31009642520000,9,64252,0,0
31009642530000,9,64253,0,0
31009642540000,9,64254,0,0
31009642550000,9,64255,0,0
31009642560000,9,64256,0,0
31009642570000,9,64257,0,0
31009642580000,9,64258,0,0
31009642590000,9,64259,0,0
31009642600000,9,64260,0,0
31009642610000,9,64261,0,0
31009642620000,9,64262,0,0
31009642630000,9,64263,0,0
31009642640000,9,64264,0,0
31009642650000,9,64265,0,0
31009642660000,9,64266,0,0
31009642670000,9,64267,0,0
31009642680000,9,64268,0,0
31009642690000,9,64269,0,0
31009642700000,9,64270,0,0
31009642710000,9,64271,0,0
31009642720000,9,64272,0,0
31009642730000,9,64273,0,0
31009642740000,9,64274,0,0
31009642750000,9,64275,0,0
31009642760000,9,64276,0,0
31009642770000,9,64277,0,0
31009642780000,9,64278,0,0
31009642790000,9,64279,0,0
31009642800000,9,64280,0,0
31009642810000,9,64281,0,0
31009642820000,9,64282,0,0
31009642830000,9,64283,0,0
31009642840000,9,64284,0,0
31009642850000,9,64285,0,0
31009642860000,9,64286,0,0
31009642870000,9,64287,0,0
31009642880000,9,64288,0,0
31009642890000,9,64289,0,0
31009642900000,9,64290,0,0
31009642910000,9,64291,0,0
31009642920000,9,64292,0,0
31009642930000,9,64293,0,0
31009642940000,9,64294,0,0
31009642950000,9,64295,0,0
31009642960000,9,64296,0,0
31009642970000,9,64297,0,0
31009642980000,9,64298,0,0
31009642990000,9,64299,0,0
31009643000000,9,64300,0,0
31009643010000,9,64301,0,0
31009643020000,9,64302,0,0
31009643030000,9,64303,0,0
31009643040000,9,64304,0,0
31009643050000,9,64305,0,0
31009643060000,9,64306,0,0
31009643070000,9,64307,0,0
31009643080000,9,64308,0,0
31009643090000,9,64309,0,0
31009643100000,9,64310,0,0
31009643110000,9,64311,0,0
31009643120000,9,64312,0,0
31009643130000,9,64313,0,0
31009643140000,9,64314,0,0
31009643150000,9,64315,0,0
31009643160000,9,64316,0,0
31009643170000,9,64317,0,0
31009643180000,9,64318,0,0
31009643190000,9,64319,0,0
31009643200000,9,64320,0,0
31009643210000,9,64321,0,0
31009643220000,9,64322,0,0
31009643230000,9,64323,0,0
31009643240000,9,64324,0,0
31009643250000,9,64325,0,0
31009643260000,9,64326,0,0
31009643270000,9,64327,0,0
31009643280000,9,64328,0,0
31009643290000,9,64329,0,0
31009643300000,9,64330,0,0
31009643310000,9,64331,0,0
31009643320000,9,64332,0,0
31009643330000,9,64333,0,0
31009643340000,9,64334,0,0
31009643350000,9,64335,0,0
31009643360000,9,64336,0,0
31009643370000,9,64337,0,0
31009643380000,9,64338,0,0
31009643390000,9,64339,0,0
31009643400000,9,64340,0,0
31009643410000,9,64341,0,0
31009643420000,9,64342,0,0
31009643430000,9,64343,0,0
31009643440000,9,64344,0,0
31009643450000,9,64345,0,0
31009643460000,9,64346,0,0
31009643470000,9,64347,0,0
31009643480000,9,64348,0,0
31009643490000,9,64349,0,0
31009643500000,9,64350,0,0
31009643510000,9,64351,0,0
31009643520000,9,64352,0,0
31009643530000,9,64353,0,0
31009643540000,9,64354,0,0
31009643550000,9,64355,0,0
31009643560000,9,64356,0,0
31009643570000,9,64357,0,0
31009643580000,9,64358,0,0
31009643590000,9,64359,0,0
31009643600000,9,64360,0,0
31009643610000,9,64361,0,0
31009643620000,9,64362,0,0
31009643630000,9,64363,0,0
31009643640000,9,64364,0,0
31009643650000,9,64365,0,0
31009643660000,9,64366,0,0
31009643670000,9,64367,0,0
31009643680000,9,64368,0,0
31009643690000,9,64369,0,0
31009643700000,9,64370,0,0
31009643710000,9,64371,0,0
31009643720000,9,64372,0,0
31009643730000,9,64373,0,0
31009643740000,9,64374,0,0
31009643750000,9,64375,0,0
31009643760000,9,64376,0,0
31009643770000,9,64377,0,0
31009643780000,9,64378,0,0
31009643790000,9,64379,0,0
31009643800000,9,64380,0,0
31009643810000,9,64381,0,0
31009643820000,9,64382,0,0
31009643830000,9,64383,0,0
31009643840000,9,64384,0,0
31009643850000,9,64385,0,0
31009643860000,9,64386,0,0
31009643870000,9,64387,0,0
31009643880000,9,64388,0,0
31009643890000,9,64389,0,0
31009643900000,9,64390,0,0
31009643910000,9,64391,0,0
31009643920000,9,64392,0,0
31009643930000,9,64393,0,0
31009643940000,9,64394,0,0
31009643950000,9,64395,0,0
31009643960000,9,64396,0,0
31009643970000,9,64397,0,0
31009643980000,9,64398,0,0
31009643990000,9,64399,0,0
31009644000000,9,64400,0,0
31009644010000,9,64401,0,0
31009644020000,9,64402,0,0
31009644030000,9,64403,0,0
31009644040000,9,64404,0,0
31009644050000,9,64405,0,0
31009644060000,9,64406,0,0
31009644070000,9,64407,0,0
31009644080000,9,64408,0,0
31009644090000,9,64409,0,0
31009644100000,9,64410,0,0
31009644110000,9,64411,0,0
31009644120000,9,64412,0,0
31009644130000,9,64413,0,0
31009644140000,9,64414,0,0
31009644150000,9,64415,0,0
31009644160000,9,64416,0,0
31009644170000,9,64417,0,0
31009644180000,9,64418,0,0
31009644190000,9,64419,0,0
31009644200000,9,64420,0,0
31009644210000,9,64421,0,0
31009644220000,9,64422,0,0
31009644230000,9,64423,0,0
31009644240000,9,64424,0,0
31009644250000,9,64425,0,0
31009644260000,9,64426,0,0
31009644270000,9,64427,0,0
31009644280000,9,64428,0,0
31009644290000,9,64429,0,0
31009644300000,9,64430,0,0
31009644310000,9,64431,0,0
31009644320000,9,64432,0,0
31009644330000,9,64433,0,0
31009644340000,9,64434,0,0
31009644350000,9,64435,0,0
31009644360000,9,64436,0,0
31009644370000,9,64437,0,0
31009644380000,9,64438,0,0
31009644390000,9,64439,0,0
31009644400000,9,64440,0,0
31009644410000,9,64441,0,0
31009644420000,9,64442,0,0
31009644430000,9,64443,0,0
31009644440000,9,64444,0,0
31009644450000,9,64445,0,0
31009644460000,9,64446,0,0
31009644470000,9,64447,0,0
31009644480000,9,64448,0,0
31009644490000,9,64449,0,0
31009644500000,9,64450,0,0
31009644510000,9,64451,0,0
31009644520000,9,64452,0,0
31009644530000,9,64453,0,0
31009644540000,9,64454,0,0
31009644550000,9,64455,0,0
31009644560000,9,64456,0,0
31009644570000,9,64457,0,0
31009644580000,9,64458,0,0
31009644590000,9,64459,0,0
31009644600000,9,64460,0,0
31009644610000,9,64461,0,0
31009644620000,9,64462,0,0
31009644630000,9,64463,0,0
31009644640000,9,64464,0,0
31009644650000,9,64465,0,0
31009644660000,9,64466,0,0
31009644670000,9,64467,0,0
31009644680000,9,64468,0,0
31009644690000,9,64469,0,0
31009644700000,9,64470,0,0
31009644710000,9,64471,0,0
31009644720000,9,64472,0,0
31009644730000,9,64473,0,0
31009644740000,9,64474,0,0
31009644750000,9,64475,0,0
31009644760000,9,64476,0,0
31009644770000,9,64477,0,0
31009644780000,9,64478,0,0
31009644790000,9,64479,0,0
31009644800000,9,64480,0,0
31009644810000,9,64481,0,0
31009644820000,9,64482,0,0
31009644830000,9,64483,0,0
31009644840000,9,64484,0,0
31009644850000,9,64485,0,0
31009644860000,9,64486,0,0
31009644870000,9,64487,0,0
31009644880000,9,64488,0,0
31009644890000,9,64489,0,0
31009644900000,9,64490,0,0
31009644910000,9,64491,0,0
31009644920000,9,64492,0,0
31009644930000,9,64493,0,0
31009644940000,9,64494,0,0
31009644950000,9,64495,0,0
31009644960000,9,64496,0,0
31009644970000,9,64497,0,0
31009644980000,9,64498,0,0
31009644990000,9,64499,0,0
31009645000000,9,64500,0,0
31009645010000,9,64501,0,0
31009645020000,9,64502,0,0
31009645030000,9,64503,0,0
31009645040000,9,64504,0,0
31009645050000,9,64505,0,0
31009645060000,9,64506,0,0
